	speaker	question	answer
347	zkwtsg	berbicara dalam  daerah anda itu kuno	-2
348	zkwtsg	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
349	zkwtsg	menguasai  indonesia resmi bagi anda itu penting	1
350	zkwtsg	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
351	zkwtsg	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
352	zkwtsg	menguasai  inggris bagi anda itu penting	1
353	zkwtsg	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
354	zkwtsg	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
355	zkwtsg	menguasai  asing selain  inggris itu penting	1
356	xowfpw	menguasai  orang tua anda itu penting	2
357	xowfpw	menguasai  daerah asal (setempat) anda itu penting	2
358	xowfpw	anak-anak anda perlu menguasai  pertama anda	2
359	xowfpw	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
360	xowfpw	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
361	xowfpw	berbicara dalam  daerah anda itu kuno	-2
362	xowfpw	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	2
363	xowfpw	menguasai  indonesia resmi bagi anda itu penting	2
364	xowfpw	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
365	xowfpw	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
366	xowfpw	menguasai  inggris bagi anda itu penting	2
367	xowfpw	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
368	xowfpw	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
369	xowfpw	menguasai  asing selain  inggris itu penting	2
370	pmoehj	menguasai  orang tua anda itu penting	2
371	pmoehj	menguasai  daerah asal (setempat) anda itu penting	2
372	pmoehj	anak-anak anda perlu menguasai  pertama anda	2
373	pmoehj	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-1
374	pmoehj	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
375	pmoehj	berbicara dalam  daerah anda itu kuno	-2
376	pmoehj	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
377	pmoehj	menguasai  indonesia resmi bagi anda itu penting	2
378	pmoehj	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
379	pmoehj	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
380	pmoehj	menguasai  inggris bagi anda itu penting	1
381	pmoehj	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
382	pmoehj	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
383	pmoehj	menguasai  asing selain  inggris itu penting	1
384	gpztzj	menguasai  orang tua anda itu penting	2
385	gpztzj	menguasai  daerah asal (setempat) anda itu penting	2
386	gpztzj	anak-anak anda perlu menguasai  pertama anda	2
387	gpztzj	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
388	gpztzj	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
389	gpztzj	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
390	gpztzj	berbicara dalam  daerah anda itu kuno	-2
391	gpztzj	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	2
392	gpztzj	menguasai  indonesia resmi bagi anda itu penting	2
393	gpztzj	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
394	gpztzj	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
395	gpztzj	menguasai  inggris bagi anda itu penting	2
396	gpztzj	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
397	gpztzj	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
398	gpztzj	menguasai  asing selain  inggris itu penting	2
399	gbohvg	menguasai  orang tua anda itu penting	2
400	gbohvg	menguasai  daerah asal (setempat) anda itu penting	2
401	gbohvg	anak-anak anda perlu menguasai  pertama anda	2
402	gbohvg	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-1
403	gbohvg	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-2
404	gbohvg	berbicara dalam  daerah anda itu kuno	-2
405	gbohvg	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
406	gbohvg	menguasai  indonesia resmi bagi anda itu penting	2
407	gbohvg	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
408	gbohvg	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	0
409	gbohvg	menguasai  inggris bagi anda itu penting	0
410	gbohvg	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
411	gbohvg	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
412	gbohvg	menguasai  asing selain  inggris itu penting	1
413	rqopfd	menguasai  orang tua anda itu penting	2
414	rqopfd	menguasai  daerah asal (setempat) anda itu penting	1
415	rqopfd	anak-anak anda perlu menguasai  pertama anda	1
416	rqopfd	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
417	rqopfd	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	-1
418	rqopfd	berbicara dalam  daerah anda itu kuno	-2
419	rqopfd	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
420	rqopfd	menguasai  indonesia resmi bagi anda itu penting	2
421	rqopfd	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
422	rqopfd	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
423	rqopfd	menguasai  inggris bagi anda itu penting	1
424	rqopfd	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
425	rqopfd	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
426	rqopfd	menguasai  asing selain  inggris itu penting	1
427	clqkap	menguasai  orang tua anda itu penting	2
428	clqkap	menguasai  daerah asal (setempat) anda itu penting	2
429	clqkap	anak-anak anda perlu menguasai  pertama anda	2
430	clqkap	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
431	clqkap	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	2
432	clqkap	berbicara dalam  daerah anda itu kuno	-2
433	clqkap	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
434	clqkap	menguasai  indonesia resmi bagi anda itu penting	2
435	clqkap	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
436	clqkap	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
437	clqkap	menguasai  inggris bagi anda itu penting	2
438	clqkap	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
439	clqkap	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
440	clqkap	menguasai  asing selain  inggris itu penting	2
441	xubkxa	menguasai  orang tua anda itu penting	1
442	xubkxa	menguasai  daerah asal (setempat) anda itu penting	1
443	xubkxa	anak-anak anda perlu menguasai  pertama anda	0
444	xubkxa	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	0
445	xubkxa	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
446	xubkxa	berbicara dalam  daerah anda itu kuno	0
447	xubkxa	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
448	xubkxa	menguasai  indonesia resmi bagi anda itu penting	2
449	xubkxa	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
450	xubkxa	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
451	xubkxa	menguasai  inggris bagi anda itu penting	1
452	xubkxa	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
453	xubkxa	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
454	xubkxa	menguasai  asing selain  inggris itu penting	1
455	hltahj	menguasai  orang tua anda itu penting	2
456	hltahj	menguasai  daerah asal (setempat) anda itu penting	2
457	hltahj	anak-anak anda perlu menguasai  pertama anda	2
458	hltahj	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
459	hltahj	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
460	hltahj	berbicara dalam  daerah anda itu kuno	-2
461	hltahj	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
462	hltahj	menguasai  indonesia resmi bagi anda itu penting	2
463	hltahj	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
464	hltahj	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
465	hltahj	menguasai  inggris bagi anda itu penting	1
466	hltahj	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
467	hltahj	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
468	hltahj	menguasai  asing selain  inggris itu penting	1
469	ykdhws	menguasai  orang tua anda itu penting	2
470	ykdhws	menguasai  daerah asal (setempat) anda itu penting	2
471	ykdhws	anak-anak anda perlu menguasai  pertama anda	2
472	ykdhws	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
473	ykdhws	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	2
474	ykdhws	berbicara dalam  daerah anda itu kuno	-2
475	ykdhws	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	2
476	ykdhws	menguasai  indonesia resmi bagi anda itu penting	2
477	ykdhws	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
478	ykdhws	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
479	ykdhws	menguasai  inggris bagi anda itu penting	2
480	ykdhws	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
481	ykdhws	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
482	ykdhws	menguasai  asing selain  inggris itu penting	2
483	frhlng	menguasai  orang tua anda itu penting	2
484	frhlng	menguasai  orang tua anda itu penting	2
485	frhlng	menguasai  daerah asal (setempat) anda itu penting	1
486	frhlng	anak-anak anda perlu menguasai  pertama anda	2
487	frhlng	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
488	frhlng	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	2
489	frhlng	berbicara dalam  daerah anda itu kuno	-2
490	frhlng	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
491	frhlng	menguasai  indonesia resmi bagi anda itu penting	2
492	frhlng	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
493	frhlng	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
494	frhlng	menguasai  inggris bagi anda itu penting	1
495	frhlng	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
496	frhlng	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
497	frhlng	menguasai  asing selain  inggris itu penting	1
498	bcdayw	menguasai  orang tua anda itu penting	1
499	bcdayw	menguasai  daerah asal (setempat) anda itu penting	1
500	bcdayw	anak-anak anda perlu menguasai  pertama anda	1
501	bcdayw	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
502	bcdayw	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
503	bcdayw	berbicara dalam  daerah anda itu kuno	-2
504	bcdayw	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
505	bcdayw	menguasai  indonesia resmi bagi anda itu penting	1
506	bcdayw	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
507	bcdayw	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
508	bcdayw	menguasai  inggris bagi anda itu penting	1
509	bcdayw	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
510	bcdayw	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	1
511	bcdayw	menguasai  asing selain  inggris itu penting	1
512	mzaira	menguasai  orang tua anda itu penting	1
513	mzaira	menguasai  daerah asal (setempat) anda itu penting	1
514	mzaira	anak-anak anda perlu menguasai  pertama anda	1
515	mzaira	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	1
516	mzaira	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
517	mzaira	berbicara dalam  daerah anda itu kuno	-1
518	mzaira	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	-1
519	mzaira	menguasai  indonesia resmi bagi anda itu penting	2
520	mzaira	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
521	mzaira	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	0
522	mzaira	menguasai  inggris bagi anda itu penting	1
523	mzaira	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
524	mzaira	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
525	mzaira	menguasai  asing selain  inggris itu penting	1
526	vuhhgw	menguasai  orang tua anda itu penting	2
527	vuhhgw	menguasai  daerah asal (setempat) anda itu penting	1
528	vuhhgw	anak-anak anda perlu menguasai  pertama anda	2
529	vuhhgw	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	-1
530	vuhhgw	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	1
531	vuhhgw	berbicara dalam  daerah anda itu kuno	-1
532	vuhhgw	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	2
533	vuhhgw	menguasai  indonesia resmi bagi anda itu penting	2
534	vuhhgw	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
535	vuhhgw	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	2
536	vuhhgw	menguasai  inggris bagi anda itu penting	2
537	vuhhgw	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	1
538	vuhhgw	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
539	vuhhgw	menguasai  asing selain  inggris itu penting	1
540	iyvjwo	menguasai  orang tua anda itu penting	2
541	iyvjwo	menguasai  daerah asal (setempat) anda itu penting	2
542	iyvjwo	anak-anak anda perlu menguasai  pertama anda	1
543	iyvjwo	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
544	iyvjwo	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	2
545	iyvjwo	berbicara dalam  daerah anda itu kuno	-2
546	iyvjwo	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	0
547	iyvjwo	menguasai  indonesia resmi bagi anda itu penting	2
548	iyvjwo	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	2
549	iyvjwo	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	0
550	iyvjwo	menguasai  inggris bagi anda itu penting	0
551	iyvjwo	kalau mau hidup yang lebih maju dan sukses di masa yang akan datang, seseorang perlu menguasai  inggris	2
552	iyvjwo	kalau mau memahami dunia yang lebih maju, luas dan global, seseorang perlu menguasai  inggris	2
553	iyvjwo	menguasai  asing selain  inggris itu penting	1
554	utetfu	menguasai  orang tua anda itu penting	2
555	utetfu	menguasai  daerah asal (setempat) anda itu penting	2
556	utetfu	anak-anak anda perlu menguasai  pertama anda	1
557	utetfu	berbicara dalam  daerah anda di depan orang yang tidak mengerti  tersebut tidak sopan.	2
558	utetfu	bila seseorang tidak lancar berbicara dalam  daerah anda, lebih baik tidak menggunakannya	0
559	utetfu	berbicara dalam  daerah anda itu kuno	-1
560	utetfu	kalau mau menjadi bagian dari suku anda, seseorang dari suku anda perlu menguasai  tersebut	1
561	utetfu	menguasai  indonesia resmi bagi anda itu penting	1
562	utetfu	kalau mau berhasil di tempat kerja, seseorang perlu menguasai  indonesia resmi	1
563	utetfu	kalau mau melanjutkan pendidikan di sekolah, seseorang perlu menguasai  indonesia resmi	1
