Comments_Page1,Session_token,Person_ID,Year_of_birth,Location_grew_up,Sex,Lived_with_who_when_growing_up,Comments_page5,z_calc_Button_label_locations_list,z_calc_Count_other_people,kinships::z_calc_Beliau_label,kinships::z_calc_Where_label,kinships::z_calc_With_who_label,other_people::Ethnicity,other_people::Kinship_type,other_people::Language_used_at_home_now,other_people::Language_used_at_home_when_young,other_people::Language_used_at_home_at_workplace,other_people::Language_used_at_home_with_neighbours,other_people::Language_used_at_home_with_partner,other_people::Language_used_at_home_with_relatives,other_people::Last_level_of_education,other_people::Location_grewup,other_people::Location_of_home,other_people::Profession,other_people::Religion,other_people::Year_of_birth,other_peoples_languages_FirstLanguage::Language_name,other_peoples_languages_OtherLanguages::Language_name
#17 5Mar UI,VKXUTL,1.30404E+23,1991,Jawa Barat - Kota Depok,Perempuan,Orang tua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Minang,Ibu,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,SMA,DKI Jakarta,Jawa Barat - Kota Depok,Pramugari,Islam,1960,Bahasa Indonesia,Bahasa Minang
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Bahasa Indonesia,Bahasa Jawa,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Jawa,S3,DKI Jakarta,Jawa Barat - Kota Depok,Dosen,Islam,1956,Bahasa Indonesia,Bahasa Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Minang,Ibu dari ibu,Bahasa Indonesia,Bahasa Belanda,,Bahasa Indonesia,Bahasa Indonesia,Bahasa Minang,SMA,Riau - Kota Pekanbaru,DKI Jakarta,,Islam,1928,Bahasa Indonesia,Bahasa Melayu
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Minang,Bapak dari ibu,Bahasa Indonesia,Bahasa Minang,,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,S1,Aceh,DKI Jakarta,PNS,Islam,1919,Bahasa Indonesia,Bahasa Melayu
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,Bahasa Jawa,Bahasa Jawa,,Bahasa Indonesia,Bahasa Jawa,Bahasa Jawa,,#NAME?,DKI Jakarta,,Islam,1928,Bahasa Jawa,Bahasa Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,Bahasa Jawa,Bahasa Jawa,Bahasa Indonesia,Bahasa Indonesia,Bahasa Jawa,Bahasa Jawa,,#NAME?,DKI Jakarta,TNI,Islam,1924,Bahasa Jawa,Bahasa Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
#16 5Mar UI,NJFWXB,1.30404E+23,1994,DKI Jakarta,Laki,Orang tua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Inggris,Bahasa Indonesia,Bahasa Indonesia,SMA,DKI Jakarta,DKI Jakarta,Pedagang,Islam,1970,Bahasa Indonesia,Bahasa Inggris
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Ambon,Bapak,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Ambon,SMA,DKI Jakarta,DKI Jakarta,Buruh,Islam,1965,Bahasa Indonesia,Bahasa Ambon
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Jawa,SD,#NAME?,DKI Jakarta,wiraswasta,Islam,1927,Bahasa Indonesia,Bahasa Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
#15 5Mar UI,PKRAQJ,1.30404E+23,1991,Jawa Barat - Kota Depok,Laki,Orang tua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Sunda,Ibu,Bahasa Indonesia,Bahasa Sunda,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Sunda,D1,DKI Jakarta,Jawa Barat - Kota Depok,Sekretaris,Islam,1968,Bahasa Sunda,Bahasa Inggris
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Bahasa Indonesia,Bahasa Jawa,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Jawa,SMA,DKI Jakarta,Jawa Barat - Kota Depok,Karyawan,Islam,1962,Bahasa Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Sunda,Ibu dari ibu,,Bahasa Sunda,,,,Bahasa Sunda,,Jawa Barat - Kota Bandung,Jawa Barat - Kabupaten Cianjur,,Islam,,Bahasa Sunda,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Sunda,Bapak dari ibu,,Bahasa Sunda,,,,Bahasa Sunda,,Jawa Barat - Kota Bandung,Jawa Barat - Kota Bogor,PNS,Islam,,Bahasa Sunda,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,,Bahasa Jawa,,,,Bahasa Jawa,,Jawa Tengah - Kota Semarang,Jawa Tengah - Kota Semarang,,Islam,,Bahasa Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,,Bahasa Jawa,,,,Bahasa Jawa,,Jawa Tengah - Kota Surakarta,Jawa Tengah - Kota Semarang,TNI,Islam,,Bahasa Jawa,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
#14 5Mar UI,TYQIWD,1.30404E+23,1992,Jawa Tengah - Kota Semarang,Laki,Orang tua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,"Bahasa Indonesia, Bahasa Jawa",Bahasa Jawa (Krama),"Bahasa Indonesia, Bahasa Jawa",Bahasa Jawa,"Bahasa Indonesia, Bahasa Jawa",Bahasa Jawa,S2,#NAME?,Jawa Tengah - Kota Semarang,PNS (guru SD),Islam,1959,Bahasa Jawa,"Bahasa Indonesia, Bahasa Banjar, Bahasa Sunda"
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,"Bahasa Indonesia, Bahasa Jawa",Bahasa Jawa (Krama),"Bahasa Indonesia, Bahasa Jawa",Bahasa Jawa,"Bahasa Indonesia, Bahasa Jawa",Bahasa Jawa,S2,"Jawa Tengah - Jepara, Kudus",Jawa Tengah - Kota Semarang,BUMN (PLN),Islam,1950,Bahasa Jawa,Bahasa Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,,Bahasa Jawa,,"Bahasa Indonesia, Bahasa Jawa",,"Bahasa Indonesia, Bahasa Jawa",SD/SMP,Jawa Tengah - Kota Surakarta, ,ibu rumah tangga,Islam,19321933,Bahasa Jawa,Bahasa Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
#13 5Mar UI,FHIWYK,1.30404E+23,1984,Sulawesi Selatan - Kota Makassar,Laki,Orang tua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,,Ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,,Bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
#13 5Mar UI,SWFEDT,1.30404E+23,1984,Sulawesi Selatan - Kota Makassar,Laki,Orang tua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Makassar,Ibu,"Bahasa Indonesia, Bahasa Makassar","Bahasa Indonesia, Bahasa Makassar",Bahasa Indonesia,Bahasa Makassar,Bahasa Indonesia,Bahasa Makassar,S1,Sulawesi Selatan - Kota Makassar,Sulawesi Selatan - Kota Makassar,PNS,Islam,1946,"Bahasa Indonesia, Bahasa Makassar",Bahasa Makassar
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Minahasa,Bapak,Bahasa Indonesia,Bahasa Minahasa,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,S1,Sulawesi Utara - Kabupaten Minahasa,Sulawesi Selatan - Kota Makassar,PNS,Islam,1946,Bahasa Makassar,Bahasa Minahasa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
#12 5Mar UI,LCOEOP,1.30404E+23,1972,#NAME?,Perempuan,"Orang tua (Bengkulu)Sendiri (Klg, Bandung)",,Pilih lokasi dari propinsi ini saja,7,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,"Bahasa Indonesia, Bahasa Jawa",Bahasa Jawa,"Bahasa Indonesia, Bahasa Jawa",Bahasa Indonesia,,"Bahasa Indonesia, Bahasa Jawa",SMA,Jawa Tengah - Kota Magelang,DKI Jakarta - ,PNS,Islam,1949,Bahasa Jawa,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,"Bahasa Indonesia, Bahasa Jawa",Bahasa Jawa,"Bahasa Indonesia, Bahasa Jawa",Bahasa Indonesia,,"Bahasa Indonesia, Bahasa Jawa",Sarjana,Daerah Istimewa Yogyakarta - Kota Yogyakarta,DKI Jakarta - ,PNS,Islam,1939,Bahasa Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari ibu,,,,,,,, , ,,,,Bahasa Sunda,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,Sunda,Istri/Suami,Bahasa Sunda,Bahasa Sunda,"Bahasa Indonesia, Bahasa Sunda",Bahasa Sunda,Bahasa Sunda,Bahasa Sunda,S2,Jawa Barat - Kota Bandung,Jawa Barat - Kota Bandung,PNS,Islam,1971,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,,,,,,,,,,,,,,,
#11 5Mar UI,MPNGOZ,1.30404E+23,1968,Sumatera Barat - Kota Padang,Perempuan,Orang tua,,Pilih lokasi dari propinsi ini saja,7,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Minang,Ibu,Bahasa Minang,,Bahasa Indonesia,Bahasa Minang,Bahasa Indonesia,Bahasa Minang,Meises School,Sumatera Barat - Kota Padang,Sumatera Barat - Kota Padang,Perawat,Islam,1929,Bahasa Minang,Bahasa Minang
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Bahasa Indonesia,,Bahasa Indonesia,Bahasa Minang,Bahasa Minang,Bahasa Jawa,SGB,Jawa Tengah - Kabupaten Klaten,Sumatera Barat - Kota Padang,Polri,Islam,1932,Bahasa Jawa,Bahasa Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Minang,Ibu dari ibu,Bahasa Minang,Bahasa Minang,,Bahasa Minang,Bahasa Minang,Bahasa Minang,,Sumatera Barat - Kota Padang,Sumatera Barat - Kota Padang,,Islam,,Bahasa Minang,Bahasa Minang
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Minang,Bapak dari ibu,Bahasa Minang,Bahasa Minang,,Bahasa Minang,Bahasa Minang,Bahasa Minang,,Sumatera Barat - Kota Padang,Sumatera Barat - Kota Padang,,Islam,,Bahasa Minang,Bahasa Minang
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari bapak,Bahasa Jawa,Bahasa Jawa,,Bahasa Jawa,Bahasa Jawa,Bahasa Jawa,,Jawa Tengah - Kabupaten Klaten,Jawa Tengah - Kabupaten Klaten,ibu rumah tangga,Kristen (Protestan),,Bahasa Jawa,Bahasa Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak dari bapak,Bahasa Jawa,Bahasa Jawa,,Bahasa Jawa,Bahasa Jawa,Bahasa Jawa,,Jawa Tengah - Kabupaten Klaten,Jawa Tengah - Kabupaten Klaten,,Islam,,Bahasa Jawa,Bahasa Jawa
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,Minang,Istri/Suami,"Bahasa Minang, Bahasa Indonesia",Bahasa Minang,Bahasa Indonesia,Bahasa Indonesia,Bahasa Minang,Bahasa Indonesia,S1,DKI Jakarta,Sumatera Barat - Kota Padang,,Islam,1971,Bahasa Minang,Bahasa Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,,,,,,,,,,,,,,,
#10 5Mar UI,YSVVHS,1.30404E+23,1964,Sumatera Utara - Kabupaten Mandailing Natal,Laki,Orang tua,,Pilih lokasi dari propinsi ini saja,7,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Mandailing,Ibu,Bahasa Mandailing,Bahasa Mandailing,Bahasa Mandailing,Bahasa Mandailing,Bahasa Mandailing,Bahasa Mandailing,SD,Sumatera Utara - Kabupaten Mandailing Natal,Sumatera Utara - Kota Medan,Petani,Islam,1925,Bahasa Mandailing,Bahasa Mandailing
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,,Bapak,,,,,,,, , ,,,,Bahasa Mandailing,Bahasa Mandailing
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Mandailing,Ibu dari ibu,,Bahasa Mandailing,,,,,,Sumatera Utara - Kabupaten Mandailing Natal, ,,Islam,,Bahasa Mandailing,Bahasa Mandailing
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Mandailing,Bapak dari ibu,,Bahasa Mandailing,,,,,,Sumatera Utara - Kabupaten Mandailing Natal, ,,Islam,,Bahasa Mandailing,Bahasa Mandailing
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Mandailing,Ibu dari bapak,,Bahasa Mandailing,,,,,,Sumatera Utara - Kabupaten Mandailing Natal, ,,Islam,,Bahasa Mandailing,Bahasa Mandailing
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Mandailing,Bapak dari bapak,,Bahasa Mandailing,,,,,,Sumatera Utara - Kabupaten Mandailing Natal, ,,Islam,,Bahasa Mandailing,Bahasa Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,Mandailing,Istri/Suami,"Bahasa Mandailing, Bahasa Indonesia",Bahasa Mandailing,Bahasa Indonesia,Bahasa Indonesia,Bahasa Mandailing,"Bahasa Mandailing, Bahasa Indonesia",S1,Sumatera Utara - Kota Padangsidempuan,Sumatera Utara - Kota Medan,swasta,Islam,1971,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,,,,,,,,,,,,,,,
#9 5Mar UI,KTXAPZ,1.30404E+23,1986,Jawa Barat - Kota Bekasi,Laki,Ibu,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Betawi,Ibu,,Bahasa Betawi,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,Sarjana,Jawa Barat - Kota Bekasi,Jawa Barat - Kota Bekasi,,Islam,1969,Bahasa Betawi,"Bahasa Arab, Bahasa Jawa"
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Sunda,Bapak,,Bahasa Sunda,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,"Bahasa Indonesia, Bahasa Sunda",Sarjana,Jawa Barat - Kota Cirebon,Jawa Barat - Kota Bekasi,,Islam,1966,Bahasa Sunda,Bahasa Arab
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Betawi,Ibu dari ibu,,Bahasa Betawi,,,,,, , ,,Islam,1910,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Betawi,Bapak dari ibu,,Bahasa Betawi,,,,,, , ,,Islam,1914,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Sunda,Ibu dari bapak,,Bahasa Sunda,,,,,, , ,,Islam,1910,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Sunda,Bapak dari bapak,,Bahasa Sunda,,,,,, , ,,Islam,1910,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
#4 5Mar UI,URPLCK,1.30405E+23,1970,DKI Jakarta,Laki,Orang tua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,"Betawi, Arab",Ibu,Bahasa Indonesia,Bahasa Betawi,,"Bahasa Indonesia, Bahasa Betawi",Bahasa Indonesia,Bahasa Indonesia,SMP,DKI Jakarta,DKI Jakarta,,Islam,1936,Bahasa Betawi,Bahasa Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Arab,Bapak,Bahasa Indonesia,,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,"Bahasa Indonesia, Bahasa Jawa, Bahasa Arab",Akademi Perawatan,Jawa Tengah - Kota Tegal,DKI Jakarta,,Islam,1928,Bahasa Jawa,Bahasa Arab
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari ibu,,,,,,,, , ,,,,Bahasa Bangka,"Bahasa Indonesia, Bahasa Inggris, Bahasa Sunda, Bahasa Belanda"
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,Bahasa Indonesia,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,Bangka,Istri/Suami,Bahasa Indonesia,"Bahasa Bangka, Bahasa Sunda","Bahasa Indonesia, Bahasa Inggris",Bahasa Indonesia,Bahasa Bangka,Bahasa Bangka,S1,#NAME?,Jawa Barat - Kota Depok,Pustakawati,Islam,1972,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,Bahasa Indonesia,Bahasa Indonesia,,Bahasa Indonesia,,Bahasa Indonesia,SD, ,Jawa Barat - Kota Depok,,,2003,,
#6 5Mar UI,WXOJJO,1.30405E+23,1974,DKI Jakarta - Kota Administrasi Jakarta Timur,Perempuan,Orang tua,,Pilih lokasi dari propinsi ini saja,7,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Bahasa Indonesia,Bahasa Jawa,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,"Bahasa Jawa, Bahasa Indonesia",,#NAME?,DKI Jakarta,Ibu rumah tangga,Islam,1931,Bahasa Jawa,Bahasa Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Betawi,Bapak,Bahasa Betawi,Bahasa Betawi,Bahasa Indonesia,Bahasa Indonesia,Bahasa Indonesia,"Bahasa Indonesia, Bahasa Betawi",HIS,DKI Jakarta,DKI Jakarta,Wiraswasta,Islam,1930,Bahasa Betawi,Bahasa Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari ibu,,,,,,,, , ,,,,Bahasa Indonesia,Bahasa Jawa
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,Jawa,Istri/Suami,"Bahasa Indonesia, Bahasa Inggris","Bahasa Indonesia, Bahasa Jawa",Bahasa Indonesia,Bahasa Indonesia,"Bahasa Indonesia, Bahasa Jawa","Bahasa Indonesia, Bahasa Jawa",S1,DKI Jakarta,Jawa Barat - Kota Depok,Karyawan,Islam,1974,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,,,,,,,,,,,,,,,
#7 5Mar UI,USZMFP,1.30405E+23,1972,Banten - Kota Tangerang,Perempuan,Orang tua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Bahasa Indonesia,Bahasa Jawa,Bahasa Indonesia,Bahasa Indonesia,Bahasa Jawa,"Bahasa Indonesia, Bahasa Jawa",SMA,Jawa Timur,Banten - Kota Tangerang,Guru SMA,Islam,1937,Bahasa Jawa,Bahasa Indonesia
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Bapak,Bahasa Indonesia,Bahasa Jawa,Bahasa Indonesia,Bahasa Indonesia,Bahasa Jawa,"Bahasa Indonesia, Bahasa Jawa",Sarjana,#NAME?, ,Pegawai negeri,Islam,1934,Bahasa Jawa,Bahasa Indonesia
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu dari ibu,,,,,,,, , ,,Islam,,Bahasa Jawa,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari ibu,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Ibu dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang beliau gunakan...,tempat kerja,dengan pasangannya,,Bapak dari bapak,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja,dengan orang tua,,Istri/Suami,,,,,,,, , ,,,,,
,,,,,,,,,,bahasa / dialek yang dia gunakan...,tempat kerja/sekolah,dengan orang tua,,Anak Anda,,,,,,,, , ,,,,,
#8 5Mar UI,ULRVRU,1.30405E+23,1985,Jambi - Kota Jambi,Perempuan,Orang tua,,Pilih lokasi dari propinsi ini saja,8,bahasa / dialek yang dia gunakan...,tempat kerja,dengan pasangannya,Jawa,Ibu,Bahasa Jambi,Bahasa Jawa,"Bahasa Jambi, Bahasa Indonesia",Bahasa Jambi,"Bahasa Indonesia, Bahasa Jawa",Bahasa Jawa,S2,#NAME?,Jambi - Kota Jambi,Dosen,Islam,1962,Bahasa Jawa,Bahasa Jambi
