session,birth_year,home_location,sex,caretaker,visit_frequency,ibu_curr_home_lang,ibu_past_home_lang,ibu_work_lang,ibu_neighbor_lang,ibu_partner_lang,ibu_family_lang,ibu_ethnicity,ibu_education,ibu_past_home,ibu_curr_home,ibu_profession,ibu_religion,ibu_birth_year,ibu_first_lang,ibu_other_langs,bapak_curr_home_lang,bapak_past_home_lang,bapak_work_lang,bapak_neighbor_lang,bapak_partner_lang,bapak_family_lang,bapak_ethnicity,bapak_education,bapak_past_home,bapak_curr_home,bapak_profession,bapak_religion,bapak_birth_year,bapak_first_lang,bapak_other_langs,ibu_dari_ibu_curr_home_lang,ibu_dari_ibu_past_home_lang,ibu_dari_ibu_work_lang,ibu_dari_ibu_neighbor_lang,ibu_dari_ibu_partner_lang,ibu_dari_ibu_family_lang,ibu_dari_ibu_ethnicity,ibu_dari_ibu_education,ibu_dari_ibu_past_home,ibu_dari_ibu_curr_home,ibu_dari_ibu_profession,ibu_dari_ibu_religion,ibu_dari_ibu_birth_year,ibu_dari_ibu_first_lang,ibu_dari_ibu_other_langs,bapak_dari_ibu_curr_home_lang,bapak_dari_ibu_past_home_lang,bapak_dari_ibu_work_lang,bapak_dari_ibu_neighbor_lang,bapak_dari_ibu_partner_lang,bapak_dari_ibu_family_lang,bapak_dari_ibu_ethnicity,bapak_dari_ibu_education,bapak_dari_ibu_past_home,bapak_dari_ibu_curr_home,bapak_dari_ibu_profession,bapak_dari_ibu_religion,bapak_dari_ibu_birth_year,bapak_dari_ibu_first_lang,bapak_dari_ibu_other_langs,ibu_dari_bapak_curr_home_lang,ibu_dari_bapak_past_home_lang,ibu_dari_bapak_work_lang,ibu_dari_bapak_neighbor_lang,ibu_dari_bapak_partner_lang,ibu_dari_bapak_family_lang,ibu_dari_bapak_ethnicity,ibu_dari_bapak_education,ibu_dari_bapak_past_home,ibu_dari_bapak_curr_home,ibu_dari_bapak_profession,ibu_dari_bapak_religion,ibu_dari_bapak_birth_year,ibu_dari_bapak_first_lang,ibu_dari_bapak_other_langs,bapak_dari_bapak_curr_home_lang,bapak_dari_bapak_past_home_lang,bapak_dari_bapak_work_lang,bapak_dari_bapak_neighbor_lang,bapak_dari_bapak_partner_lang,bapak_dari_bapak_family_lang,bapak_dari_bapak_ethnicity,bapak_dari_bapak_education,bapak_dari_bapak_past_home,bapak_dari_bapak_curr_home,bapak_dari_bapak_profession,bapak_dari_bapak_religion,bapak_dari_bapak_birth_year,bapak_dari_bapak_first_lang,bapak_dari_bapak_other_langs,dengan_ibu_lang,dengan_bapak_lang,dengan_kakak_adik_lang,dengan_nenek_dan_kakek_lang,dengan_suami_istri_lang,dengan_sanak_saudara_lang,dengan_tetangga_lang,dengan_pembantu_lang,apabila_marah_lang,dalam_mimpi_lang,berhitung_lang,kirim_sms_ke_keluarga_lang,kirim_sms_ke_teman_lang,kirim_sms_ke_suami_istri_lang,dalam_jejaring_sosial_lang,berdoa_dalam_hati_lang,berdoa_di_tempat_ibadah_lang,di_rumah_lang,di_tempat_kerja_lang,di_pasar_lang,di_warung_lang,di_bank_lang,di_kantor_pos_lang,di_sd_dengan_guru_lang,di_sd_dengan_teman_sekelas_lang,di_sma_dengan_guru_lang,di_sma_dengan_teman_sekelas_lang,di_kendaraan_umum_lang,membaca_novel_lang,membaca_koran_lang,membaca_majalah_lang,mendengar_musik_lang,mendengar_radio_lang,menonton_tv_lang
umlxmc,1994,bali - kabupaten buleleng,perempuan,orang tua,lebih dari 24,bali,bali,indonesia,bali,bali,bali,bali,sd,bali - kabupaten buleleng,bali - kabupaten buleleng,pedagang,hindu,,bali,indonesia,bali,bali,indonesia,bali,bali,bali,bali,s1,bali - kabupaten buleleng,bali - kabupaten buleleng,guru,hindu,,bali,indonesia,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,bali,bali,bali,bali,,bali,bali,,bali,indonesia,indonesia,bali,bali,,campuran,indonesia,bali,bali,indonesia,bali,bali,indonesia,indonesia,indonesia,bali,indonesia,bali,bali,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
pugnwg,1995,bali - kabupaten tabanan,perempuan,orang tua,6-12,"bali, indonesia",bali,indonesia,indonesia,bali,bali,,strata 1,#name?,bali - kabupaten tabanan,pegawai bumd,hindu,1970,bali,indonesia,"bali, indonesia",bali,indonesia,indonesia,bali,bali,,d3,#name?,bali - kabupaten tabanan ,wiraswasta,hindu,1963,bali,indonesia,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,indonesia,indonesia,indonesia,bali,,"bali, indonesia",indonesia,,bali,indonesia,indonesia,"indonesia, inggris","indonesia, inggris",,indonesia,bali,bali,"bali, indonesia",,indonesia,indonesia,indonesia,indonesia,"bali, indonesia","bali, indonesia",indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
upypnd,1995, bali - kabupaten tabanan,laki,orang tua,6-12,bali,bali,bali,bali,bali,bali,,sma,bali - kabupaten tabanan,bali - kabupaten tabanan,irt,hindu,,bali,indonesia,bali,bali,indonesia,bali,bali,bali,,s1,bali - kabupaten tabanan,bali - kabupaten tabanan,guru,hindu,,bali,indonesia,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,bali,bali,bali,bali,,indonesia,bali,,bali,"bali, indonesia",indonesia,bali,"bali, indonesia",,"bali, indonesia",indonesia,indonesia,bali,,"bali, indonesia",bali,indonesia,indonesia,indonesia,bali,indonesia,bali,indonesia,indonesia,indonesia,indonesia,"inggris, indonesia",indonesia,indonesia
vpdkya,1994,bali - kabupaten tabanan,perempuan,kedua ortu,3-5,bali,bali,bali,bali,bali,bali,,pga,bali - kabupaten tabanan,bali - kabupaten tabanan,irt,hindu,1966,bali,indonesia,bali,bali,bali,bali,bali,bali,,s1,bali - kabupaten tabanan,bali - kabupaten tabanan,guru,hindu,1960,bali,indonesia,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,bali,bali,bali,bali,,bali,bali,,,inggris,indonesia,bali,indonesia,,indonesia,bali,bali,bali,,bali,bali,indonesia,indonesia,indonesia,bali,indonesia,bali,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
uusxxv,1995,bali - kabupaten buleleng,laki,orang tua,lebih dari 24,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdnwab,1995,bali - kabupaten buleleng,perempuan,orangtua,lebih dari 24,bali,jawa,bali,bali,bali,bali,jawa,sma,jawa timur - kabupaten blitar,bali - singaraja,,islam,1952,jawa,bali,bali,bali,bali,bali,bali,bali,bali,smk,#name?,bali - singaraja,,hindu,1954,bali,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,bali,bali,bali,bali,,bali,indonesia,,bali,"bali, indonesia",indonesia,bali,indonesia,,indonesia,indonesia,bali,bali,,bali,bali,indonesia,indonesia,indonesia,"bali, indonesia",indonesia,bali,bali,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
qlvqci,1994, bali - kabupaten klungkung,perempuan,orangtua,3-5,bali,bali,bali,bali,bali,bali,bali,sd,#name?,bali - kabupaten klungkung,,hindu,1968,bali,bali,bali,bali,bali,bali,bali,bali,bali,sd,#name?,bali - kabupaten klungkung,,hindu,1963,bali,bali,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,bali,bali,bali,bali,,bali,"bali, indonesia",,bali,"bali, indonesia",indonesia,bali,indonesia,,"indonesia, inggris",bali,bali,bali,,bali,bali,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,inggris,indonesia,indonesia
bcnqja,1995,bali - kabupaten bangli,perempuan,orang tua,lebih dari 24,bali,bali,bali,bali,bali,bali,bali,sd,bali - kabupaten bangli,bali - kabupaten bangli,petani,hindu,1980,bali,indonesia,bali,bali,bali,bali,bali,bali,bali,sma,bali - kabupaten bangli,bali - kabupaten bangli,petani,hindu,1971,bali,indonesia,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,bali,bali,bali,bali,,bali,bali,,bali,bali,bali,bali,bali,,indonesia,bali,bali,bali,,bali,bali,indonesia,indonesia,bali,bali,indonesia,bali,bali,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
usfhic,1995,bali - kabupaten bangli,perempuan,orang tua,12-24,bali,bali,bali,bali,bali,bali,,smp,bali - kabupaten bangli, bali - kabupaten bangli,wiraswasta,hindu,1972,bali,bali,bali,bali,bali,bali,bali,bali,,sma,bali - kabupaten bangli, bali - kabupaten bangli,wiraswasta,hindu,1970,bali,bali,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,bali,bali,bali,bali,,bali,bali,,bali,,indonesia,bali,"bali, indonesia",,indonesia,bali,bali,bali,,,,indonesia,,bali,bali,indonesia,indonesia,indonesia,indonesia,,indonesia,indonesia,,
ymzvrf,1995,bali - kabupaten bangli,laki,kedua orang tua,3-5,bali,bali,bali,bali,bali,bali,,s1,bali - singaraja,bali - kabupaten bangli,guru,hindu,1969,bali,indonesia,bali,bali,bali,bali,bali,bali,,sma,bali - singaraja,bali - kabupaten bangli,wiraswasta,hindu,1962,bali,indonesia,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,bali,bali,bali,bali,bali,indonesia,bali,,bali,"bali, indonesia","bali, indonesia, inggris",bali,bali,"bali, indonesia",indonesia,bali,bali,bali,,bali,bali,indonesia,indonesia,indonesia,bali,indonesia,bali,indonesia,indonesia,indonesia,indonesia,inggris,inggris,indonesia
kzyuko,1994,bali - kabupaten jembrana,laki,orang tua,1-2,bali,bali,bali,bali,bali,"bali, indonesia",bali,sd,bali - kabupaten jembrana,bali - kabupaten jembrana,,islam,1968,bali,indonesia,bali,bali,bali,bali,bali,"bali, indonesia",bali,smp,bali - kabupaten jembrana,bali - kabupaten jembrana,,islam,1958,bali,indonesia,,,,bali,,,,, , ,,,,,,,,,bali,,,,, , ,,,,,,,,,bali,,,,, , ,,,,,,,,,bali,,,,, , ,,,,,,bali,bali,bali,bali,,indonesia,bali,,"bali, inggris","bali, indonesia",indonesia,bali,indonesia,,"indonesia, inggris",indonesia,"arab, indonesia",bali,indonesia,bali,bali,indonesia,indonesia,indonesia,"bali, indonesia",indonesia,"bali, indonesia","bali, indonesia","indonesia, inggris",indonesia,"indonesia, inggris","bali, indonesia, inggris",indonesia,indonesia
slyeax,1995,bali - kabupaten bangli,laki,,3-5,bali,bali,bali,bali,bali,bali,,sma,bali - kabupaten gianyar,bali - kabupaten bangli,wiraswasta,hindu,1967,bali,indonesia,bali,bali,indonesia,bali,bali,bali,,s1,bali - kabupaten bangli, bali - kabupaten bangli,guru,hindu,1962,bali,indonesia,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,bali,bali,bali,bali,bali,bali,bali,,bali,"bali, indonesia","bali, indonesia, inggris","bali, indonesia","bali, indonesia","bali, indonesia","bali, indonesia, inggris","bali, indonesia",bali,bali,,"bali, indonesia","bali, indonesia",indonesia,indonesia,"bali, indonesia",bali,"bali, indonesia",bali,indonesia,tergantung bukunya,indonesia,indonesia,inggris,indonesia,indonesia
iqvdtt,1995,bali - kabupaten badung,perempuan,orang tua,3-5,bali,bali,indonesia,bali,bali,bali,hindu,smu,bali - kabupaten tabanan,bali - kabupaten badung,ibu rumah tangga,hindu,,bali,bali,bali,bali,indonesia,bali,bali,bali,hindu,d3,bali - kabupaten tabanan,bali - kabupaten badung,peg. swasta,hindu,,bali,bali,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,indonesia,indonesia,indonesia,bali,campuran,bali,indonesia,indonesia,indonesia,campuran,indonesia,indonesia,campuran,campuran,indonesia,campuran,bali,bali,indonesia,campuran,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,campuran,indonesia,indonesia,indonesia,indonesia,campuran,indonesia,campuran
rihfnt,1995, bali - kabupaten badung,laki,orang tua,,dalung,bali,,,suami,,bali,sma,#name?,bali - kabupaten badung,pegawai swasta,hindu,,bali,indonesia,dalung,bali,,,istri,,bali,sma,#name?,bali - kabupaten badung,wiraswasta,hindu,,bali,indonesia,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,indonesia,indonesia,indonesia,indonesia,,indonesia,indonesia,,"bali, indonesia",indonesia,indonesia,indonesia,"bali, indonesia",,,indonesia,,,,,,,,,,,,,,,,,,
gjgene,1994,bali - kabupaten karangasem,perempuan,orang tua,lebih dari 24,"bali, indonesia",bali,"bali, indonesia",bali,bali,bali,,s1,bali - kabupaten karangasem,bali - kabupaten karangasem,pns,hindu,1967,bali,indonesia,"bali, indonesia",bali,"bali, indonesia",bali,bali,bali,,s1,bali - kabupaten karangasem,bali - kabupaten karangasem,pns,hindu,1964,bali,indonesia,,bali,,bali,bali,bali,,,bali - kabupaten karangasem, ,ibu rumah tangga,hindu,1933,bali,bali,bali,bali,,bali,bali,bali,,,bali - kabupaten karangasem,bali - kabupaten karangasem,petani,hindu,1936,bali,bali,bali,bali,,bali,bali,bali,,,bali - kabupaten karangasem,bali - kabupaten karangasem,ibu rumah tangga,hindu,1933,bali,,bali,bali,,bali,bali,bali,,,bali - kabupaten karangasem,bali - kabupaten karangasem,petani,hindu,1928,bali,,bali,bali,bali,bali,,"bali, indonesia",bali,,bali,,indonesia,bali,indonesia,,indonesia,"bali, indonesia",bali,bali,"bali, indonesia",bali,"bali, indonesia",indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,"bali, indonesia, inggris",indonesia,"indonesia, inggris"
ebkrlj,1995,bali - singaraja,perempuan,orang tua,lebih dari 24,bali,bali,indonesia,bali,bali,indonesia,,s1,bali - singaraja,bali - singaraja,,hindu,1969,bali,indonesia,bali,bali,indonesia,indonesia,bali,indonesia,,s2,bali - kabupaten gianyar,bali - singaraja,,hindu,1964,bali,indonesia,bali,bali,,bali,bali,bali,,,bali - singaraja, ,pedagang,hindu,,bali,indonesia,bali,bali,,bali,bali,bali,,,bali - singaraja, ,veteran,hindu,,bali,jepang,bali,bali,,bali,bali,bali,,,bali - kabupaten gianyar, ,pedagang,hindu,,bali,indonesia,bali,bali,,bali,bali,bali,,,bali - kabupaten gianyar, ,tentara,hindu,,bali,indonesia,bali,bali,bali,indonesia,,indonesia,indonesia,indonesia,bali,indonesia,indonesia,indonesia,indonesia,,inggris,indonesia,indonesia,indonesia,,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,inggris,inggris,inggris,indonesia,indonesia
ycthwr,,bali - negara,laki,orang tua,3-5,bali,bali,"bali, indonesia","bali, indonesia",bali,bali,bali,,bali - kabupaten bangli,bali - negara,wiraswasta,hindu,1967,bali,indonesia,bali,bali,"bali, indonesia","bali, indonesia",bali,bali,bali,,bali - kabupaten bangli,bali - negara,wiraswasta,hindu,1963,bali,indonesia,bali,bali,,bali,bali,bali,bali,, bali - kabupaten bangli,bali - kabupaten bangli,,hindu,,bali,bali,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,bali,bali,bali,bali,bali,bali,"bali, indonesia",,bali,,indonesia,bali,"bali, indonesia",,"bali, indonesia",bali,bali,bali,indonesia,bali,bali,"bali, indonesia",indonesia,"bali, indonesia",bali,"bali, indonesia","bali, indonesia",indonesia,indonesia,indonesia,indonesia,inggris,indonesia,indonesia
mjrpfx,1995,bali - singaraja,perempuan,orang tua,lebih dari 24,bali,bali,indonesia,"indonesia, bali",bali,indonesia,bali,sma,bali - singaraja,bali - singaraja ,wiraswasta,hindu,1965,bali,indonesia,bali,bali,indonesia,"indonesia, bali",bali,indonesia,bali,sma,bali - singaraja,bali - singaraja,wiraswasta,hindu,1960,bali,indonesia,bali,bali,,bali,bali,bali,bali,,bali,bali - singaraja,,hindu,1945,bali,,bali,bali,,bali,bali,bali,bali,,bali,bali - singaraja,,hindu,1943,bali,,bali,bali,,bali,bali,bali,bali,,bali,bali - singaraja,,hindu,1940,bali,,,,,,,,,, , ,,,,,,bali,bali,bali,bali,,indonesia,ke 2 bahasa,,bali,,indonesia,indonesia,inggris,,inggris,inggris,bali,bali,,bali,indonesia,indonesia,indonesia,indonesia,bali,indonesia,bali,indonesia,"inggris, indonesia",,,inggris,,
beducf,1995,bali - kabupaten buleleng,laki,orang tua,lebih dari 24,bali,bali,bali,bali,bali,bali,sunda,sd,bali - kabupaten buleleng,bali - kabupaten buleleng,pedagang,hindu,1957,bali,indonesia,bali,bali,bali,bali,bali,bali,sunda,smp,bali - kabupaten buleleng,bali - kabupaten buleleng,wiraswasta,hindu,1950,bali,indonesia,bali,bali,bali,bali,bali,bali,bali,,bali - kabupaten buleleng,bali - kabupaten buleleng,petani,hindu,,bali,indonesia,bali,bali,bali,bali,bali,bali,bali,,bali - kabupaten buleleng,bali - kabupaten buleleng,petani,hindu,,bali,indonesia,bali,bali,bali,bali,bali,bali,bali,,bali - kabupaten buleleng,bali - kabupaten buleleng,petani,hindu,,bali,bali,bali,bali,bali,bali,bali,bali,bali,,bali - kabupaten buleleng,bali - kabupaten buleleng,petani,hindu,,bali,bali,bali,bali,bali,bali,,bali,bali,,indonesia,indonesia,indonesia,bali,indonesia,,campuran,campuran,bali,bali,,bali,campuran,indonesia,indonesia,campuran,bali,indonesia,campuran,campuran,indonesia,indonesia,indonesia,"indonesia, inggris",indonesia,indonesia
aysggi,1995,bali - kabupaten buleleng,perempuan,orang tua,3-5,bali,bali,bali,bali,bali,bali,bali,s1,bali - kabupaten gianyar,bali - seirit,guru,hindu,1964,bali,indonesia,bali,bali,indonesia,bali,bali,bali,bali,sma,bali - seirit,bali - seirit,polisi,hindu,1961,bali,indonesia,bali,bali,bali,bali,bali,bali,bali,,bali - kabupaten gianyar,bali - ubud,irt,hindu,,bali,,bali,bali,bali,bali,bali,bali,bali,spg,bali - kabupaten gianyar,bali - ubud,guru,hindu,,bali,,bali,bali,bali,bali,bali,bali,bali,sr,bali - seirit,bali - seirit,irt,hindu,1933,bali,,bali,bali,bali,bali,bali,bali,bali,sr,bali - seirit,bali - seirit,petani,hindu,1925,bali,,bali,bali,bali,bali,,bali,bali,,bali,indonesia,indonesia,bali,indonesia,,indonesia,bali,bali,bali,indonesia,bali,bali,indonesia,indonesia,indonesia,indonesia,indonesia,bali,bali,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
ymphsk,194,bali - kabupaten buleleng,perempuan,orang tua dan kakek nenek,3-5,bali,bali,bali,bali,bali,"bali, indonesia",hindu,sd,bali - singaraja,bali - singaraja,penjahit,hindu,,bali,bali,bali,bali,bali,bali,bali,"bali, indonesia",hindu,sma,bali - singaraja,bali - singaraja,sopir tamu,hindu,,bali,bali,bali,bali,bali,bali,bali,bali,hindu,,bali - singaraja,bali - singaraja,pedagang,hindu,,bali,bali,bali,bali,bali,bali,bali,bali,hindu,,bali - singaraja,bali - singaraja,pedagang,hindu,,bali,bali,bali,bali,bali,bali,bali,bali,hindu,,bali - singaraja,bali - singaraja,pedagang,hindu,,bali,bali,bali,bali,bali,bali,bali,bali,hindu,,bali - singaraja,bali - singaraja,pedagang,hindu,,bali,bali,bali,bali,bali,bali alus,bali,"bali, indonesia",bali,bali,bali,campuran,indonesia,bali alus,indonesia,bali,indonesia,bali alus,bali alus,bali,indonesia,"bali, indonesia","bali, indonesia",indonesia,indonesia,indonesia,bali,indonesia,bali,bali,indonesia,indonesia,indonesia,"bali, indonesia, inggris",indonesia,"bali, indonesia, inggris"
atsrzh,1995,bali - kabupaten gianyar,laki,orang tua,12-24,bali,bali,bali,,bali,bali,,s1,bali - kabupaten gianyar ,bali - kabupaten gianyar,guru,hindu,1963,bali,indonesia,bali,bali,indonesia,,bali,bali,,s1,bali - kabupaten gianyar,bali - kabupaten gianyar,guru,hindu,,bali,indonesia,bali,bali,,,bali,bali,,,bali - kabupaten gianyar, bali - kabupaten gianyar,,hindu,1936,bali,,bali,bali,,,bali,bali,,,bali - kabupaten gianyar,bali - kabupaten gianyar,,hindu,1938,bali,,bali,bali,,,bali,bali,,,bali - kabupaten gianyar,bali - kabupaten gianyar,,hindu,,bali,,bali,bali,,,bali,bali,,,bali - kabupaten gianyar,bali - kabupaten gianyar,,hindu,1933,bali,,bali,bali,bali,bali,,bali,,,,,,bali,"bali, indonesia",,indonesia,bali,,bali,,bali,bali,indonesia,indonesia,indonesia,"bali, indonesia",indonesia,"bali, indonesia","bali, indonesia",indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
ttnetp,1977,maluku utara - kota ternate,perempuan,orang tua,6-12,ternate,sunda,ternate,ternate,ternate,ternate,sunda,smp,#name?,maluku utara - kota ternate,ibu rumah tangga,islam,1955,sunda,ternate,ternate,ternate,"formal, ternate",ternate,ternate,ternate,ternate,sma,maluku utara - kota ternate,maluku utara - kota ternate,pns,islam,1952,ternate,ternate,sunda,sunda,sunda,sunda,sunda,sunda,sunda,sd,#name?,maluku utara - kota ternate,ibu rt,islam,,sunda,ternate,ternate,ternate,ternate,ternate,ternate,ternate,ternate,sd,#name?,maluku utara - kota ternate,tni,islam,,ternate,ternate,ternate,ternate,ternate,ternate,ternate,ternate,ternate,sd,maluku utara - kota ternate,maluku utara - kota ternate,ibu rt,islam,,ternate,ternate,ternate,ternate,ternate,ternate,ternate,ternate,ternate,sd,maluku utara - kota ternate,maluku utara - kota ternate,wiraswasta,islam,,ternate,ternate,pasar ternate,"pasar, daerah ternate",pasar ternate,ternate,pasar ternate,pasar ternate,pasar ternate,pasar ternate,pasar ternate,,indonesia,indonesia,"pasar, formal","pasar, formal",formal indonesia,formal indonesia,formal indonesia,pasar ternate,pasar ternate,pasar ternate,pasar ternate,formal,formal,pasar ternate,pasar ternate,formal,pasar ternate,pasar ternate,formal,formal,formal,formal,formal,formal
qvtvec,1987, maluku utara - kota ternate,laki,orang tua,3-5,makian,makian,melayu ternate,melayu ternate,makian,makian,makian timur,sd,#name?,maluku utara - jailolo,tani,islam,1942,makian,,makian,makian,makian,melayu ternate,melayu ternate,makian,makian timur,sd,#name?,maluku utara - jailolo,tani,islam,1940,makian,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,makian,makian,melayu ternate,melayu ternate,,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,indonesia,melayu ternate,melayu ternate,melayu ternate,indonesia,"arab, indonesia",arab,makian,indonesia,melayu ternate,melayu ternate,indonesia,indonesia,melayu ternate,melayu ternate,indonesia,melayu ternate,melayu ternate,melayu ternate,indonesia,indonesia,indonesia,"indonesia, melayu ternate",indonesia
kgkwou,1964,maluku utara - makyan,laki,keluarga,3-5,makyan,makyan,makyan,makyan,makyan,makyan,makyan,sd,maluku utara - makyan, ,tani,islam,,makyan,indonesia,makyan,makyan,makyan,makyan,makyan,makyan,makyan,sd,maluku utara - makyan, ,tani,islam,,makyan,indonesia,,,,,,,makyan,, , ,,,,makyan,makyan,makyan,makyan,makyan,makyan,makyan,makyan,,, , ,,,,jawa,ternate,makyan,makyan,makyan,makyan,makyan,makyan,,, , ,,,,jawa,,makyan,makyan,makyan,makyan,makyan,makyan,,, , ,,,,,,makyan,makyan,makyan,makyan,indonesia,makyan,melayu ternate,melayu ternate,"melayu ternate, indonesia",indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,"indonesia, arab",indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
xqjvfm,1981,maluku utara - kota ternate,perempuan,orang tua,lebih dari 24,,"taba, makian",,,,saudara,makian,sd,#name?,maluku utara - kota ternate,sd,islam,1954,makian,makian,,"taba, makian",,,,saudara,makian,sgo,#name?,maluku utara - kota ternate,sgo,islam,1950,makian,makian,makian,makian,makian,,makian,saudara,makian,, - makian,#name?,swasta,islam,1940,makian,melayu,makian,makian,makian,,makian,saudara,makian,,#name?,#name?,swasta,islam,,makian,melayu,makian,makian,makian,,makian,saudara,makian,,#name?,#name?,swasta,islam,,makian,melayu,makian,makian,makian,,makian,saudara,makian,,#name?,#name?,swasta,islam,,makian,melayu,taba,taba,taba,taba,,melayu ternate,melayu ternate,taba,taba,melayu ternate,melayu ternate,taba,,"taba, melayu ternate","taba, melayu ternate","taba, melayu ternate","taba, melayu ternate",taba,melayu,melayu,melayu,melayu,melayu,melayu,melayu,melayu,melayu,melayu,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
twgbki,1976,maluku utara - kota ternate,perempuan,orang tua,6-12,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,ternate,sekolah rakyat,maluku utara - kota ternate,maluku utara - kota ternate,,islam,1947,melayu ternate,,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,ternate,sma,maluku utara - kota ternate,maluku utara - kota ternate,wiraswasta,islam,1946,melayu ternate,,,,,,,,,, , ,,,,tidore,,,,,,,,,, , ,,,,tidore,,,,,,,,,, , ,,,,,,,,,,,,,, , ,,,,,,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,indonesia,indonesia,indonesia,melayu ternate,indonesia,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,melayu ternate,,,,,,
qdburi,1984,maluku utara - kabupaten kepulauan sula,perempuan,kedua orang tua,lebih dari 24,sula,sula,sula,sula,sula,sula,sula,sd,maluku utara - kabupaten kepulauan sula,maluku utara - kabupaten kepulauan sula,petani,islam,,sula,galela,sula,sula,sula,sula,sula,sula,sula,sd,maluku utara - kabupaten kepulauan sula, maluku utara - kabupaten kepulauan sula,petani,islam,,sula,galela,sula,sula,sula,sula,sula,sula,,sd, maluku utara - kabupaten kepulauan sula, ,petani,islam,,sula,,sula,sula,sula,sula,sula,sula,,sd,maluku utara - kabupaten kepulauan sula, ,petani,islam,,sula,,sula,sula,sula,sula,sula,sula,,sd,maluku utara - kabupaten kepulauan sula, ,petani,islam,,sula,,sula,sula,sula,sula,sula,sula,sula,sd,maluku utara - kabupaten kepulauan sula, ,petani,islam,,"buton, tomia",,sula,sula,sula,sula,melayu ternate,sula,sula,melayu ternate,melayu ternate,,indonesia,sula,melayu ternate,melayu ternate,,"indonesia, melayu ternate",indonesia,"melayu ternate, sula",indonesia,melayu ternate,melayu ternate,indonesia,indonesia,indonesia,sula,indonesia,melayu sula,melayu ternate,indonesia,indonesia,indonesia,indonesia,indonesia,indonesia
